Year;Month;Country;Branch_ID;Sales;Customers;Marketing_Spend
2024;Apr;Canada;KFC_CA_02;155841;4451;8958
2018;Sep;Australia;KFC_AU_02;235962;5645;10162
2018;May;Canada;KFC_CA_02;149784;3442;12104
2020;Mar;India;KFC_IN_04;82495;1941;10678
2019;Dec;India;KFC_IN_03;98808;2643;27447
2024;Nov;USA;KFC_US_02;74701;1766;23487
2024;May;Canada;KFC_CA_02;119019;4100;12419
2023;Dec;USA;KFC_US_02;198003;3905;22278
2022;Oct;UK;KFC_UK_01;181472;4750;10472
2019;Aug;UK;KFC_UK_02;157611;3091;27789
2018;Feb;UK;KFC_UK_02;119950;2687;9783
2019;Aug;UK;KFC_UK_02;178001;5729;23318
2023;Jan;Australia;KFC_AU_01;158616;3388;6156
2022;Sep;USA;KFC_US_01;102522;2118;9330
2018;Jul;UK;KFC_UK_01;149336;3727;11437
2022;Feb;Canada;KFC_CA_02;146325;3637;26304
2021;Feb;USA;KFC_US_01;93989;2220;22949
2019;Jun;India;KFC_IN_03;114851;1981;29668
2022;Jun;USA;KFC_US_02;124161;3822;13323
2018;Oct;USA;KFC_US_02;55890;1641;9942
2021;Nov;USA;KFC_US_01;151585;5363;6784
2023;Jun;Australia;KFC_AU_01;130362;2699;25101
2019;May;USA;KFC_US_02;185292;4035;15822
2021;Jul;Canada;KFC_CA_01;91302;2129;21045
2021;Aug;UK;KFC_UK_01;83708;1942;13796
2020;Apr;UK;KFC_UK_02;197904;4936;5400
2018;Sep;Australia;KFC_AU_01;169945;4966;20965
2021;Jun;India;KFC_IN_01;75853;1843;13191
2018;Sep;UK;KFC_UK_02;66793;1835;13578
2019;Dec;Canada;KFC_CA_01;148567;4758;29617
2018;May;Australia;KFC_AU_01;183275;3997;11404
2023;Apr;India;KFC_IN_01;113281;2042;21391
2023;Apr;UK;KFC_UK_02;92096;2168;27056
2021;Sep;Canada;KFC_CA_02;181081;5371;25322
2019;Oct;UK;KFC_UK_02;174517;5604;17605
2022;Jul;USA;KFC_US_01;89315;2643;15311
2024;Mar;Canada;KFC_CA_02;191343;4495;16038
2021;Aug;USA;KFC_US_01;129922;2682;25324
2019;Sep;USA;KFC_US_03;202564;5689;14827
2018;Jan;India;KFC_IN_01;182273;4274;11313
2018;Mar;USA;KFC_US_02;155080;2991;23476
2022;Jan;Australia;KFC_AU_02;218535;4235;27960
2021;Sep;USA;KFC_US_01;177177;4029;24075
2022;Apr;India;KFC_IN_02;145752;3891;25131
2020;Sep;USA;KFC_US_01;228830;5502;14252
2024;Nov;UK;KFC_UK_02;74417;1964;7641
2021;Oct;Canada;KFC_CA_02;151560;4320;21960
2023;Mar;India;KFC_IN_01;138410;3683;27920
2022;Dec;Australia;KFC_AU_01;147923;3372;16415
2023;Jan;UK;KFC_UK_01;181687;5033;20631
2018;Aug;Canada;KFC_CA_02;139616;3661;11481
2023;Feb;UK;KFC_UK_01;189208;4569;29293
2019;Aug;USA;KFC_US_03;151751;3452;27479
2022;May;UK;KFC_UK_02;138349;4251;27823
2023;Nov;Australia;KFC_AU_01;135988;3613;9533
2023;Jan;Australia;KFC_AU_02;248376;5453;24803
2019;Jan;Canada;KFC_CA_01;125157;3363;17541
2020;May;UK;KFC_UK_01;63547;1857;17122
2018;Jan;UK;KFC_UK_02;160777;5017;5250
2024;May;UK;KFC_UK_01;177927;4396;19671
2018;May;Canada;KFC_CA_01;158880;3835;5480
2020;Jul;USA;KFC_US_02;185855;5331;9932
2020;Jun;Canada;KFC_CA_02;192030;5567;13886
2024;Aug;Australia;KFC_AU_01;126660;2594;12524
2024;Jul;UK;KFC_UK_02;106082;2272;22018
2018;Jun;Canada;KFC_CA_01;73632;2212;16120
2024;Nov;UK;KFC_UK_01;74229;1831;19299
2018;Jan;USA;KFC_US_01;66916;1532;10232
2024;Jan;India;KFC_IN_01;82165;1914;26659
2020;Jun;India;KFC_IN_02;149267;4644;28523
2020;Apr;USA;KFC_US_03;87144;2477;10357
2018;Mar;Canada;KFC_CA_02;133827;4984;9227
2024;Apr;Australia;KFC_AU_02;169705;3912;17137
2021;Dec;Canada;KFC_CA_02;182838;5813;20074
2022;Jan;USA;KFC_US_02;123085;2641;17445
2019;Dec;UK;KFC_UK_01;146916;4562;23742
2024;Aug;Canada;KFC_CA_01;221067;5168;29851
2021;Sep;Canada;KFC_CA_02;244620;5645;24465
2020;Jan;UK;KFC_UK_01;162146;5121;29000
2021;Aug;UK;KFC_UK_01;77441;2789;7716
2018;Jan;Canada;KFC_CA_01;250366;5123;19831
2023;Feb;UK;KFC_UK_02;164535;3482;21773
2021;Nov;Australia;KFC_AU_01;150664;5111;7556
2021;Dec;India;KFC_IN_03;168413;3767;21500
2024;May;UK;KFC_UK_02;172180;3757;29414
2018;Dec;USA;KFC_US_02;210038;4951;26851
2018;Aug;USA;KFC_US_03;194405;4495;23595
2024;Jun;UK;KFC_UK_01;190973;4918;9007
2021;Aug;India;KFC_IN_02;223723;5093;25096
2018;Feb;Australia;KFC_AU_02;153437;3577;17511
2021;Dec;India;KFC_IN_01;122418;3981;18912
2020;May;Australia;KFC_AU_02;87121;1602;29449
2021;Dec;Canada;KFC_CA_01;117002;2474;8146
2018;Jun;Canada;KFC_CA_02;77282;1542;14060
2020;Jun;USA;KFC_US_01;238518;5959;29953
2023;Jan;India;KFC_IN_04;157482;4642;27506
2018;Feb;USA;KFC_US_03;132280;2872;20272
2024;Apr;Australia;KFC_AU_02;161194;3145;22814
2023;Feb;India;KFC_IN_03;198782;4635;13382
2024;Mar;Canada;KFC_CA_02;155458;3287;27265
2023;Nov;India;KFC_IN_04;113310;3260;22030
2023;May;Australia;KFC_AU_01;82490;1845;10535
2024;Nov;UK;KFC_UK_02;100536;3362;16486
2019;Jun;Australia;KFC_AU_01;62549;1806;11981
2023;Dec;Canada;KFC_CA_02;175515;3697;27635
2018;Oct;Australia;KFC_AU_02;117160;3946;18510
2019;Jan;UK;KFC_UK_02;52136;1509;14411
2019;Oct;USA;KFC_US_02;147787;3238;11791
2019;Dec;USA;KFC_US_01;153574;4952;5014
2021;Mar;Australia;KFC_AU_01;156244;3759;28438
2024;Dec;UK;KFC_UK_02;199806;4929;7575
2019;Oct;USA;KFC_US_03;197135;5853;9839
2019;May;India;KFC_IN_01;99884;1899;29621
2022;May;UK;KFC_UK_02;128426;2302;29440
2024;Feb;Canada;KFC_CA_02;123105;3278;11653
2022;Mar;USA;KFC_US_03;103130;2918;18508
2024;Jun;UK;KFC_UK_02;166119;3683;22482
2020;Sep;UK;KFC_UK_02;121943;3564;11459
2020;Jan;India;KFC_IN_02;111624;2815;13099
2019;Feb;UK;KFC_UK_01;163621;4903;11628
2020;Dec;India;KFC_IN_02;103847;2705;17287
2021;May;USA;KFC_US_01;135312;4824;5064
2021;Mar;Canada;KFC_CA_01;170164;4544;20212
2018;Nov;UK;KFC_UK_01;203102;5624;23134
2018;Nov;Canada;KFC_CA_01;235299;5100;5799
2022;Feb;USA;KFC_US_02;126435;4490;9695
2023;Jan;India;KFC_IN_04;105069;2396;14021
2024;May;USA;KFC_US_02;59706;1724;13158
2018;Apr;USA;KFC_US_02;127215;3119;5574
2024;Dec;Australia;KFC_AU_01;181186;5791;19038
2019;Jan;India;KFC_IN_03;175791;5690;10781
2018;Apr;USA;KFC_US_01;137178;2754;16002
2019;Jun;Australia;KFC_AU_02;169223;4014;16691
2022;Sep;USA;KFC_US_02;86534;1820;6454
2021;Nov;Canada;KFC_CA_02;66336;1575;12786
2024;Mar;UK;KFC_UK_01;104604;1757;27296
2021;Feb;Canada;KFC_CA_02;160343;3054;29021
2018;Nov;Australia;KFC_AU_01;84574;1878;5698
2024;Dec;Canada;KFC_CA_02;121753;2670;6943
2022;Sep;India;KFC_IN_02;120956;3354;23690
2022;Nov;India;KFC_IN_03;50558;1808;5358
2024;Jun;USA;KFC_US_01;219580;5053;27566
2020;Apr;India;KFC_IN_03;131093;3552;28085
2019;Aug;India;KFC_IN_01;121586;3495;13241
2020;Sep;USA;KFC_US_03;165867;4216;18307
2021;Apr;India;KFC_IN_04;233774;5308;21454
2023;May;UK;KFC_UK_02;123400;4219;13706
2018;Oct;Australia;KFC_AU_02;112657;3042;6187
2022;Mar;Canada;KFC_CA_01;172224;4990;17534
2020;Oct;UK;KFC_UK_01;169031;3711;13169
2019;Mar;India;KFC_IN_03;101229;2091;28044
2019;Feb;India;KFC_IN_01;121465;2812;14609
2021;Sep;UK;KFC_UK_02;110113;3143;9537
2018;Jan;India;KFC_IN_04;98457;3160;13137
2018;Apr;UK;KFC_UK_02;60295;1823;11074
2023;Oct;USA;KFC_US_03;169726;3491;12631
2019;Mar;Canada;KFC_CA_02;100834;2906;22372
2023;Oct;UK;KFC_UK_02;160649;5386;9841
2024;Nov;UK;KFC_UK_01;102785;2071;11661
2018;Jun;Australia;KFC_AU_02;81240;1818;21246
2019;Mar;Canada;KFC_CA_01;61386;1777;11630
2019;Sep;Canada;KFC_CA_02;62347;1561;13956
2018;Sep;India;KFC_IN_04;174540;4050;12540
2024;Jan;Canada;KFC_CA_02;270432;5946;20700
2018;Mar;Canada;KFC_CA_01;238393;4775;23518
2023;Jul;Canada;KFC_CA_01;254169;5847;26136
2019;Aug;Australia;KFC_AU_02;127869;2720;5469
2022;Feb;UK;KFC_UK_01;253939;5827;15032
2021;Jun;India;KFC_IN_02;89526;2127;8700
2024;Oct;India;KFC_IN_02;76190;2339;10698
2018;Dec;Canada;KFC_CA_02;61603;1544;12195
2024;Apr;Canada;KFC_CA_02;111605;2561;21970
2023;Jun;India;KFC_IN_01;94552;1691;28603
2023;Apr;Australia;KFC_AU_01;193686;4240;24086
2022;May;USA;KFC_US_01;134669;2371;27974
2023;Jul;India;KFC_IN_04;76030;1613;5058
2020;Jul;Canada;KFC_CA_02;135019;2870;11609
2023;Jan;USA;KFC_US_01;94881;2219;8340
2023;Feb;Canada;KFC_CA_01;131865;4380;17985
2024;Mar;Australia;KFC_AU_01;156238;3197;28358
2021;Jul;Canada;KFC_CA_01;157264;4416;24784
2020;Sep;Australia;KFC_AU_02;167500;4924;9932
2023;Nov;USA;KFC_US_02;159297;3290;27697
2018;Mar;India;KFC_IN_04;130559;3722;11455
2022;Apr;UK;KFC_UK_01;110641;2023;29721
2021;Nov;UK;KFC_UK_02;132410;2405;28995
2023;Aug;USA;KFC_US_03;145696;4290;16996
2024;Oct;UK;KFC_UK_02;164841;5894;17491
2021;Sep;India;KFC_IN_03;181448;3996;17612
2022;Apr;Canada;KFC_CA_02;169547;5413;23396
2024;Jan;India;KFC_IN_03;150171;4835;5121
2020;Apr;Canada;KFC_CA_02;101151;3096;17559
2022;Oct;Canada;KFC_CA_01;77047;2262;6925
2020;Sep;Canada;KFC_CA_02;114436;2072;23268
2024;Feb;Canada;KFC_CA_02;135940;2634;20044
2021;Feb;Canada;KFC_CA_02;203529;4689;11280
2020;Jul;Australia;KFC_AU_01;211276;4613;8304
2020;Aug;Canada;KFC_CA_02;269530;5714;23828
2019;Dec;Canada;KFC_CA_01;202340;5003;7223
2019;Aug;USA;KFC_US_01;120249;4154;12245
2021;Jan;Australia;KFC_AU_01;119159;2254;22237
2021;Oct;UK;KFC_UK_02;66819;1775;10019
2023;Aug;Australia;KFC_AU_02;165505;3737;23499
2021;Aug;Canada;KFC_CA_01;74084;1606;16268
2020;Feb;UK;KFC_UK_02;118012;3233;14556
2024;Oct;Australia;KFC_AU_02;71665;2333;8674
2021;Oct;Australia;KFC_AU_01;84235;2525;13535
2023;Jan;Australia;KFC_AU_02;77499;2155;8539
2024;Apr;UK;KFC_UK_02;106103;2242;25391
2018;May;Australia;KFC_AU_01;132822;3625;24072
2020;Jan;Canada;KFC_CA_01;97077;2405;29737
2024;Dec;USA;KFC_US_03;74857;1913;5989
2022;Jul;USA;KFC_US_02;164287;3292;29315
2018;Sep;India;KFC_IN_03;180268;5393;18478
2021;Jan;Canada;KFC_CA_01;151758;3737;20963
2018;Nov;UK;KFC_UK_01;133101;2700;17001
2024;Aug;Australia;KFC_AU_02;112180;2619;25753
2024;Jul;India;KFC_IN_04;97953;2347;25196
2024;Aug;Canada;KFC_CA_01;92743;2653;21112
2020;Nov;UK;KFC_UK_01;128735;2462;17945
2019;Nov;India;KFC_IN_01;237536;5315;14306
2019;Apr;USA;KFC_US_02;152494;4176;27214
2024;Jan;Canada;KFC_CA_01;89727;2600;9127
2023;Jun;UK;KFC_UK_02;161084;4839;15914
2018;Jun;UK;KFC_UK_01;155112;4804;10992
2019;Sep;Canada;KFC_CA_02;194920;4877;9594
2019;Aug;Australia;KFC_AU_01;169295;4581;13541
2020;Jun;UK;KFC_UK_01;283638;5770;23988
2019;May;India;KFC_IN_04;128351;4088;9799
2024;Jun;India;KFC_IN_03;111286;3709;7434
2022;Nov;Canada;KFC_CA_02;137632;4191;11902
2020;Oct;India;KFC_IN_02;62630;1799;17655
2023;Nov;Canada;KFC_CA_02;202791;5874;8949
2020;Aug;UK;KFC_UK_01;146100;3471;28086
2023;Jan;Canada;KFC_CA_02;197374;4635;7339
2020;Mar;UK;KFC_UK_02;115454;2586;12014
2018;May;USA;KFC_US_01;193821;4023;24855
2020;Jan;Australia;KFC_AU_02;239365;5166;22393
2024;Feb;India;KFC_IN_03;128540;2518;15230
2019;Sep;Australia;KFC_AU_01;168664;3370;20384
2018;Mar;Australia;KFC_AU_01;105009;2906;6205
2023;Feb;India;KFC_IN_04;184254;4159;5417
2021;Apr;Canada;KFC_CA_02;141745;3607;22714
2024;Sep;Canada;KFC_CA_01;86435;1643;27287
2024;Dec;USA;KFC_US_01;157634;4291;28904
2020;Aug;USA;KFC_US_03;264948;5743;17999
2022;Jan;UK;KFC_UK_01;124084;4430;8904
2024;Mar;USA;KFC_US_03;208171;4504;9995
2021;Apr;Australia;KFC_AU_01;127197;2915;19342
2024;Sep;India;KFC_IN_02;153098;4000;13098
2018;Jan;India;KFC_IN_04;93366;2201;7527
2018;Jul;UK;KFC_UK_01;61585;1602;19933
2018;Jun;Australia;KFC_AU_01;89941;2426;22013
2022;Jul;India;KFC_IN_01;215982;4560;10782
2023;Jul;India;KFC_IN_04;194220;4506;9474
2023;Feb;UK;KFC_UK_01;177300;3784;10804
2023;Sep;USA;KFC_US_03;138720;3866;11142
2018;Jan;USA;KFC_US_03;73636;1698;10810
2022;Mar;USA;KFC_US_01;206383;5971;21282
2020;Apr;UK;KFC_UK_02;198853;4348;11889
2021;Aug;UK;KFC_UK_01;146150;4116;26786
2022;Jan;USA;KFC_US_02;124317;4089;18003
2020;Feb;Canada;KFC_CA_02;122419;2715;21964
2021;Feb;Canada;KFC_CA_01;250042;4922;28552
2018;Nov;Canada;KFC_CA_02;73050;1529;24122
2023;Oct;USA;KFC_US_01;149203;3012;28723
2022;Feb;Canada;KFC_CA_01;135792;3045;7902
2018;Sep;India;KFC_IN_01;131439;2582;17831
2020;Jan;Canada;KFC_CA_01;94263;1847;24077
2022;Dec;UK;KFC_UK_01;107120;2995;5290
2020;Oct;India;KFC_IN_03;71335;1729;9091
2024;Oct;Canada;KFC_CA_01;149322;4132;8834
2018;Jul;USA;KFC_US_03;96046;1831;24637
2018;Oct;USA;KFC_US_03;194882;3714;27752
2022;Jun;UK;KFC_UK_02;105465;2938;23201
2018;Oct;UK;KFC_UK_02;157808;3464;8856
2020;Jun;Canada;KFC_CA_01;231192;4734;22896
2021;Nov;India;KFC_IN_04;192886;3942;27322
2023;Oct;Canada;KFC_CA_02;132198;3834;24846
2018;Nov;Canada;KFC_CA_02;71793;1698;15759
2024;Mar;India;KFC_IN_01;73802;2457;7463
2022;Feb;Australia;KFC_AU_02;241316;5898;23090
2024;Jul;UK;KFC_UK_02;103448;2803;13752
2018;Jul;UK;KFC_UK_01;77282;2118;11624
2021;May;India;KFC_IN_04;181782;4716;16722
2019;May;UK;KFC_UK_01;182954;5343;22664
2018;Jun;India;KFC_IN_01;154572;3488;15052
2022;Sep;Australia;KFC_AU_01;86361;2921;13336
2022;Dec;USA;KFC_US_03;235649;5984;20225
2020;Apr;India;KFC_IN_02;68497;1839;22522
2023;May;Canada;KFC_CA_01;150830;3931;13245
2018;Apr;Canada;KFC_CA_02;158198;3198;27080
2022;Mar;Australia;KFC_AU_02;144281;3389;29055
2022;Mar;UK;KFC_UK_01;69650;1587;10931
2022;Apr;India;KFC_IN_02;61804;1519;22310
2018;Jun;UK;KFC_UK_01;81124;2250;13624
2021;Jun;Australia;KFC_AU_02;136040;3893;23143
2021;May;Australia;KFC_AU_01;126088;3554;26576
2022;Sep;Canada;KFC_CA_01;126078;4168;13542
2021;Mar;UK;KFC_UK_01;218864;5065;26394
2021;Nov;India;KFC_IN_04;153061;3095;26166
2022;Mar;Canada;KFC_CA_01;77761;1569;22846
2021;Jan;USA;KFC_US_03;154731;3459;23289
2023;Aug;Australia;KFC_AU_02;279315;5669;29879
2024;Jan;Canada;KFC_CA_02;138340;2742;28660
2023;Nov;Australia;KFC_AU_01;108043;3045;13648
2023;Feb;Australia;KFC_AU_02;118008;2506;20274
2018;Jun;Australia;KFC_AU_02;178717;3515;27572
2020;Jun;USA;KFC_US_02;185628;3806;14358
2021;Oct;India;KFC_IN_04;84384;2011;16010
2019;Feb;India;KFC_IN_01;106582;2903;16589
2021;Jan;Canada;KFC_CA_01;127177;3925;21202
2021;Jul;India;KFC_IN_03;184039;4451;5999
2019;Apr;India;KFC_IN_01;69956;1822;8008
2023;Aug;UK;KFC_UK_01;175378;4750;13878
2022;Aug;Canada;KFC_CA_01;234466;5200;16066
2023;Dec;USA;KFC_US_02;225581;5882;7947
2019;May;Australia;KFC_AU_01;117266;2924;20774
2022;May;Australia;KFC_AU_01;225078;4946;22292
2019;Jun;UK;KFC_UK_01;134721;2831;15819
2021;Aug;India;KFC_IN_02;246427;5656;25843
2018;Apr;India;KFC_IN_04;138290;4264;6106
2019;Dec;USA;KFC_US_02;134715;2503;27086
2022;Apr;Australia;KFC_AU_02;120210;2561;7526
2021;Apr;India;KFC_IN_02;147985;4462;14125
2021;Jul;UK;KFC_UK_01;130121;2829;19790
2018;Nov;USA;KFC_US_03;219141;5665;15201
2024;May;Canada;KFC_CA_02;103841;3656;5129
2020;Sep;Canada;KFC_CA_01;228674;5210;15064
2024;Aug;UK;KFC_UK_01;158692;4901;6761
2020;Sep;India;KFC_IN_03;97636;2612;27112
2024;May;Canada;KFC_CA_02;178932;4115;26677
2018;Sep;UK;KFC_UK_02;200412;4582;21714
2018;Sep;India;KFC_IN_02;68161;1512;15241
2022;Jun;USA;KFC_US_03;169254;3864;22422
2022;Sep;India;KFC_IN_02;195352;5900;12452
2019;Jun;Canada;KFC_CA_01;171674;3479;22077
2021;Jul;Canada;KFC_CA_02;141587;2675;26562
2024;Jan;Australia;KFC_AU_02;128439;3226;5851
2022;May;India;KFC_IN_02;235689;5153;19263
2023;Aug;India;KFC_IN_01;191486;3851;25893
2024;Jun;Canada;KFC_CA_01;183028;4249;8819
2024;Feb;Australia;KFC_AU_01;210548;5825;12498
2019;Aug;India;KFC_IN_02;120307;3583;16400
2019;Feb;USA;KFC_US_03;108216;2014;27656
2022;Nov;UK;KFC_UK_01;136792;2687;29312
2019;Jul;USA;KFC_US_03;261431;5474;15101
2018;Dec;Canada;KFC_CA_01;52571;1715;9696
2022;May;Canada;KFC_CA_02;144416;3480;8696
2018;Jun;USA;KFC_US_02;245470;4885;25645
2021;Sep;India;KFC_IN_01;179281;4527;16309
2024;Feb;Australia;KFC_AU_02;220141;5859;26794
2019;Jan;UK;KFC_UK_02;120783;3993;16965
2023;Nov;USA;KFC_US_01;104198;3239;7028
2024;Aug;India;KFC_IN_04;132596;2969;16805
2022;Apr;UK;KFC_UK_01;146770;3180;25930
2022;May;Australia;KFC_AU_01;243548;5900;19348
2022;Aug;India;KFC_IN_04;100010;2917;12500
2021;Apr;India;KFC_IN_01;112908;2459;24384
2019;Jan;Australia;KFC_AU_01;158878;4675;18628
2018;May;Canada;KFC_CA_02;83829;2831;13054
2023;Mar;Australia;KFC_AU_01;90186;1966;13512
2021;Jun;Canada;KFC_CA_02;68761;1741;25236
2021;May;UK;KFC_UK_01;293162;5953;25277
2018;Sep;UK;KFC_UK_01;69967;1610;18447
2020;Aug;Canada;KFC_CA_01;189475;4030;16185
2023;Feb;USA;KFC_US_01;163378;5908;9770
2022;Oct;USA;KFC_US_01;238416;5520;17616
2020;Mar;Australia;KFC_AU_01;108290;2439;27803
2023;Dec;Australia;KFC_AU_01;67974;1824;16902
2023;Jun;India;KFC_IN_02;110328;3030;10338
2020;Aug;Canada;KFC_CA_01;112222;3290;16812
2018;Aug;Canada;KFC_CA_01;112303;2515;11703
2023;Jan;Canada;KFC_CA_02;175214;3875;8589
2018;Feb;USA;KFC_US_03;95772;3195;12702
2024;Oct;UK;KFC_UK_02;137538;4642;16846
2021;Apr;USA;KFC_US_01;157577;3498;10661
2023;Jul;USA;KFC_US_01;161989;5357;28064
2018;May;UK;KFC_UK_02;200820;4661;23702
2021;Aug;Canada;KFC_CA_01;218957;5994;9167
2024;Apr;UK;KFC_UK_01;211683;5490;8553
2019;Mar;Australia;KFC_AU_02;123823;2986;13341
2023;Nov;India;KFC_IN_04;116004;2212;29736
2020;Mar;USA;KFC_US_01;212415;5706;6999
2023;Jun;UK;KFC_UK_01;131913;2749;16455
2023;Nov;UK;KFC_UK_01;55552;1579;5024
2024;Jul;Canada;KFC_CA_01;88433;2782;16101
2019;Oct;USA;KFC_US_01;140164;3377;15215
2020;May;USA;KFC_US_02;120471;3817;17412
2020;Jul;Canada;KFC_CA_01;213587;5509;26281
2022;Jan;UK;KFC_UK_02;148635;3413;5289
2022;Apr;USA;KFC_US_02;154892;4926;16964
2018;Feb;Australia;KFC_AU_02;171721;3472;25897
2019;Oct;UK;KFC_UK_01;100603;2641;24014
2022;Oct;Canada;KFC_CA_01;179700;3518;21390
2021;Feb;USA;KFC_US_02;141905;2826;20387
2019;Aug;Australia;KFC_AU_02;103679;3041;6367
2019;Jul;India;KFC_IN_04;112195;3847;16020
2021;Nov;India;KFC_IN_01;103582;2737;29683
2022;Oct;USA;KFC_US_01;87377;2292;7157
2022;Oct;Australia;KFC_AU_01;157999;3345;20854
2023;Jul;India;KFC_IN_01;133229;3174;22139
2023;Apr;India;KFC_IN_04;157817;4946;24275
2023;Dec;USA;KFC_US_02;145663;3089;19014
2024;Nov;India;KFC_IN_01;148920;4798;9778
2020;Feb;USA;KFC_US_02;252650;5724;6518
2024;Mar;India;KFC_IN_02;224746;5747;17854
2021;Mar;Canada;KFC_CA_01;87929;2377;16619
2023;Jan;Canada;KFC_CA_01;285704;5931;24740
2022;Feb;Australia;KFC_AU_01;133114;3813;18724
2023;Jul;USA;KFC_US_01;101483;2642;6371
2019;Mar;India;KFC_IN_03;132052;2837;21409
2021;Jun;Australia;KFC_AU_02;58666;1971;9391
2024;Nov;India;KFC_IN_04;204210;4865;9610
2018;Apr;India;KFC_IN_04;261477;5716;15689
2021;Jan;UK;KFC_UK_01;118395;2222;25071
2022;Nov;UK;KFC_UK_01;118866;2892;17646
2022;May;UK;KFC_UK_02;138624;3265;11289
2022;Sep;Canada;KFC_CA_01;273941;5850;22391
2019;Jan;USA;KFC_US_03;169167;3781;14146
2021;Mar;UK;KFC_UK_01;168472;4402;14402
2023;Nov;Canada;KFC_CA_01;95895;2784;23511
2018;May;UK;KFC_UK_01;127456;4133;7599
2019;Aug;India;KFC_IN_04;120656;2838;12812
2023;Feb;India;KFC_IN_03;63570;1822;8910
2020;Jul;UK;KFC_UK_01;182834;3555;22859
2018;Aug;Canada;KFC_CA_02;206989;5265;12184
2021;Nov;Canada;KFC_CA_02;90254;2564;10770
2018;Oct;UK;KFC_UK_02;225787;4593;28288
2021;Jun;India;KFC_IN_01;135484;4029;10585
2018;Feb;UK;KFC_UK_02;181305;5283;17532
2023;Nov;Australia;KFC_AU_01;170095;4025;13120
2020;May;USA;KFC_US_01;164698;3576;14506
2020;May;UK;KFC_UK_01;77998;1584;13054
2024;Jan;Australia;KFC_AU_02;92779;1938;15259
2021;Nov;USA;KFC_US_03;275528;5892;28064
2021;Jul;Canada;KFC_CA_02;147006;3473;25451
2023;Apr;USA;KFC_US_01;76882;1676;29954
2018;Jan;USA;KFC_US_03;100524;3484;6456
2019;Jan;India;KFC_IN_04;166951;5207;26362
2021;Jan;Australia;KFC_AU_02;223169;5296;27217
2019;Mar;India;KFC_IN_04;186449;4675;27499
2024;Oct;USA;KFC_US_02;83078;1647;22139
2018;Jan;Australia;KFC_AU_02;56201;1792;9609
2021;Feb;Australia;KFC_AU_01;187019;4921;14784
2019;Dec;UK;KFC_UK_02;63322;1702;8858
2023;Sep;Canada;KFC_CA_01;135444;3470;7054
2018;Nov;Australia;KFC_AU_01;179280;3372;27540
2022;Sep;India;KFC_IN_04;118079;3305;5709
2023;Jan;Australia;KFC_AU_02;224142;5159;17782
2023;Feb;Australia;KFC_AU_01;137014;3060;8494
2022;Dec;Canada;KFC_CA_01;107861;1962;21533
2019;May;UK;KFC_UK_01;204704;5587;9159
2020;Jun;India;KFC_IN_01;77963;2080;5163
2021;Aug;Australia;KFC_AU_01;222639;4943;15033
2023;Sep;Australia;KFC_AU_02;96091;2112;15835
2022;Aug;Australia;KFC_AU_02;90139;2831;19364
2023;Aug;UK;KFC_UK_01;137753;4396;19061
2024;Feb;USA;KFC_US_02;170771;4376;21987
2024;Apr;USA;KFC_US_03;146776;3108;22456
2018;Jul;USA;KFC_US_02;198178;5833;11522
2018;Mar;USA;KFC_US_01;95511;2903;5518
2019;Jun;Australia;KFC_AU_01;208071;4971;14202
2019;Jun;UK;KFC_UK_02;169843;5657;28418
2020;Dec;India;KFC_IN_04;155305;3626;17517
2020;Oct;UK;KFC_UK_02;201239;5478;9509
2023;Feb;Australia;KFC_AU_01;194415;3810;22965
2024;Dec;India;KFC_IN_04;199726;4956;21310
2022;Jul;UK;KFC_UK_02;124339;3860;20119
2022;Jun;UK;KFC_UK_01;160736;5438;8472
2023;May;UK;KFC_UK_02;180220;3928;11316
2021;Apr;UK;KFC_UK_01;77360;2047;11856
2021;Aug;USA;KFC_US_03;134010;3859;18240
2019;Sep;India;KFC_IN_04;241607;5533;9221
2024;May;UK;KFC_UK_02;66885;1900;17485
2024;Sep;India;KFC_IN_04;154769;5109;27044
2021;Jul;Australia;KFC_AU_01;143708;3565;26063
2019;Mar;Australia;KFC_AU_02;186365;4284;27857
2023;Sep;Canada;KFC_CA_02;223631;5758;16343
2021;Jan;USA;KFC_US_01;111289;3331;11359
2022;Aug;Canada;KFC_CA_02;101273;1746;29687
2018;Dec;USA;KFC_US_01;63601;2323;5526
2019;Aug;Canada;KFC_CA_01;259061;5493;17369
2023;Jun;USA;KFC_US_03;144463;3906;15565
2021;Mar;Canada;KFC_CA_02;232458;5360;23418
2022;Oct;USA;KFC_US_01;100170;1810;25960
2022;Dec;Australia;KFC_AU_02;210196;5568;15316
2018;Nov;USA;KFC_US_03;175985;4961;7311
2022;Dec;UK;KFC_UK_02;198247;4668;6859
2024;Jan;UK;KFC_UK_02;138040;4166;25558
2019;Nov;Australia;KFC_AU_02;111652;2498;29218
2022;Sep;Canada;KFC_CA_01;155184;3118;14874
2020;Apr;UK;KFC_UK_02;204823;5318;13375
2023;Mar;USA;KFC_US_03;198715;4432;21435
2023;Nov;UK;KFC_UK_01;92424;2847;7014
2021;Apr;UK;KFC_UK_02;233611;4970;29841
2024;May;USA;KFC_US_01;146415;3684;10107
2024;Dec;Australia;KFC_AU_01;86915;2515;8950
2018;Feb;USA;KFC_US_01;163407;4778;29623
2024;Oct;Australia;KFC_AU_02;172946;4704;17714
2021;Dec;USA;KFC_US_03;216007;5222;12349
